01.02.2024,Generacja ca³kowita,OZE,,,,
wêgiel kamienny, 5.1 ,,,,,
wêgiel brunatny, 2.5 ,,,,,
ropa, 0.3 ,,,,,
gaz, 1.4 ,,,,,
OZE, 3.5 ,,,,,
biomasa,, 0.1 ,,,,
el. wodne,, 0.2 ,,,,
fotowoltaika,, 0.5 ,,,,
el. wiatrowe,, 2.6 ,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
